"hs_code","Description"
"8481900080","Flow-control valve
 
-made of steel,
 
-with an outlet hole with a diameter of at least 0,05 mm, but not more than 0,5 mm,
 
-with an inlet hole with a diameter of at least 0,1 mm, but not more than 1,3 mm
"
"8481900090","Other"
"8482","Ball or roller bearings"
"848210","Ball bearings"
"84821010","With greatest external diameter not exceeding 30|mm"
"8482101010","Ball and cylindrical bearings:
 
-|with an outside diameter of 28|mm or more but not more than 140|mm,
 
-|with an operational thermal stress of more than 150°C at a working pressure of not more than 14|MPa,
for the manufacture of machinery for the protec"
"8482101015","Ball bearings with:
 
-an internal diameter of 4 mm or more but not more than 9 mm,
 
-an external diameter of not more than 26 mm,
 
-a width of not more than 8 mm,
for use in the manufacture of electromotors with a range of 40 000 rpm or more but not mo"
"8482101025","Double row ball bearings / ball bearing cartridges:
 
-with an internal diameter of 3 mm or more, but not more than 9 mm,
 
-with an external diameter of 17 mm or more, but not more than 36 mm,
 
-with a width of 6 mm or more, but not more than 69 mm,
 
-"
"8482101090","Other"
"84821090","Other"
"8482109010","Ball and cylindrical bearings:
 
-|with an outside diameter of 28|mm or more but not more than 140|mm,
 
-|with an operational thermal stress of more than 150°C at a working pressure of not more than 14|MPa,
for the manufacture of machinery for the protec"
"8482109040","Double row ball bearings / ball bearing cartridges:
 
-with an internal diameter of 3 mm or more, but not more than 9 mm,
 
-with an external diameter of 17 mm or more, but not more than 36 mm,
 
-with a width of 6 mm or more, but not more than 69 mm,
 
-"
"8482109090","Other"
"848220","Tapered roller bearings, including cone and tapered roller assemblies"
"848230","Spherical roller bearings"
"848240","Needle roller bearings, including cage and needle roller assemblies"
"848250","Other cylindrical roller bearings, including cage and roller assemblies"
"8482500010","Ball and cylindrical bearings:
 
-|with an outside diameter of 28|mm or more but not more than 140|mm,
 
-|with an operational thermal stress of more than 150°C at a working pressure of not more than 14|MPa,
for the manufacture of machinery for the protec"
"8482500020","Axial roller bearing made of steel:
 
-the retainer is made of cold-rolled steel with a carbon content of up to 0,25 percent, complying with standard ASTM A109-98,
 
-the rollers are made of anti-friction steel according to ASTM 295-94,
 
-with an externa"
"8482500090","Other"
"848280","Other, including combined ball/roller bearings"
"8482800010","Connecting components for use in the production of helicopter tail rotor shafts"
"8482800090","Other"
"848291","Parts"
"848291","Balls, needles and rollers"
"84829110","Tapered rollers"
"84829190","Other"
"8482919010","Rollers with a logarithmic profile and a diameter of 25 mm or more but not more than 70 mm or balls with a diameter of 30 mm but not more than 100 mm,
- made of 100Cr6 steel or 100CrMnSi6-4 steel (ISO 3290),
- with a deviation of 0,5 mm or less as determi"
"8482919090","Other"
"848299","Other"
"8482990030","Brass cages with the following characteristics:
– continuously or centrifugally cast,
– turned,
– containing by weight 35 % or more, but not more than 38 % of zinc,
– containing by weight 0,75 % or more, but not more than 1,25 % of lead,
– containing by w"
"8482990050","Inner and outer rings made of steel, not grinded, outer ring with an internal raceway, inner ring with an external raceway, with external diameters of:
- 14 mm or more but not more than 77 mm for the inner ring, and
- 26 mm or more but not more than 101 m"
"8482990090","Other"
"8483","Transmission shafts (including cam shafts and crank shafts) and cranks; bearing housings and plain shaft bearings; gears and gearing; ball or roller screws; gear boxes and other speed changers, including torque converters; flywheels and pulleys, including"
"848310","Transmission shafts (including cam shafts and crank shafts) and cranks"
"84831021","Cranks and crank shafts"
"84831021","Of cast iron or cast steel"
"8483102110","For use in civil aircraft"
"8483102190","Other"
"84831025","Of open-die forged steel"
"8483102510","For use in civil aircraft"
"8483102590","Other"
"84831029","Other"
"8483102910","For use in civil aircraft"
"8483102990","Other"
"84831050","Articulated shafts"
"8483105010","For use in civil aircraft"
"8483105090","Other"
"84831095","Other"
"8483109510","For use in civil aircraft"
"8483109590","Other"
"848320","Bearing housings, incorporating ball or roller bearings"
"848330","Bearing housings, not incorporating ball or roller bearings; plain shaft bearings"
"84833032","Bearing housings"
"84833032","For ball or roller bearings"
"8483303210","For use in civil aircraft"
"8483303230","Bearing housing of a kind used in turbochargers:

-|of precision-cast grey cast iron complying with standard DIN EN 1561|or precision-cast ductile|cast iron complying with DIN EN 1560,

-|with oil chambers,

-|without bearings,

-|with a diameter of 50|mm"
"8483303290","Other"
"84833038","Other"
"8483303810","For use in civil aircraft"
"8483303860","Other"
"8483303860","Bearing housing of a kind used in turbochargers:

-|of precision-cast grey cast iron complying with standard DIN EN 1561|or precision-cast ductile|cast iron complying with DIN EN 1560,

-|with oil chambers,

-|without bearings,

-|with a diameter of 50|mm"
"8483303899","Other"
"84833080","Plain shaft bearings"
"8483308010","For use in civil aircraft"
"8483308090","Other"
"848340","Gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately; ball or roller screws; gear boxes and other speed changers, including torque converters"
"84834021","Gears and gearing (other than friction gears)"
"84834021","Spur and helical"
"8483402110","For use in civil aircraft"
"8483402190","Other"
"84834023","Bevel and bevel/spur"
"8483402310","For use in civil aircraft"
"8483402390","Other"
"84834025","Worm gear"
"8483402510","For use in civil aircraft"
"8483402520","Worm gearbox
 
-in an aluminium alloy housing,
 
-with a plastic or steel worm,
 
-with mounting holes,
 
-with a 90 degree reversible drive direction,
 
-with a 4:19 transmission ratio,
 
-equipped with a lead screw with a length of 333 mm and a guide nu"
"8483402590","Other"
"84834029","Other"
"8483402910","For use in civil aircraft"
"8483402950","Other"
"8483402950","Gear set of cycloid gear type with:
-	a rated torque of 50 Nm or more but not more than 9 000 Nm,
-	standard ratios of 1:50 or more but not more than 1:475,
-	lost motion of not more than one arc minute,
-	an efficiency of more than 80 %
of a kind used in"
"8483402960","Epicyclic gearing, of a kind used in driving hand-held power tools with:
-|a rated torque of 25|Nm or more, but not more than 70|Nm,
-|standard gear ratios of 1:12.7|or more, but not more than 1:64.3"
"8483402989","Other"
"84834030","Ball or roller screws"
"8483403010","For use in civil aircraft"
"8483403090","Other"
"84834051","Gear boxes and other speed changers"
"84834051","Gear boxes"
"8483405110","For use in civil aircraft"
"8483405120","Gear box, having a differential with wheel axle, for use in the manufacture of self-propelled lawnmowers with a seat of subheading 8433|11|51"
"8483405190","Other"
"84834059","Other"
"8483405910","For use in civil aircraft"
"8483405930","Hydrostatic speed changer:
 
-with a hydro pump and a differential with wheel axle,
 
-whether or not with a fan impeller and/or a pulley,
for use in the manufacture of lawn mowers of subheadings 8433 11 and 8433 19 or other mowers of subheading 8433 20"
"8483405990","Other"
"84834090","Other"
"8483409010","For use in civil aircraft"
"8483409020","Other"
"8483409020","Hydrostatic transmission with:
 
-|measurements (without shafts) of not more than 154|mm x 115|mm x 108|mm,
 
-|a weight of not more than 3,3|kg,
 
-|a maximum rotation speed of the input shaft of 2700|rpm or more, but not more than 3200|rpm,
 
-|a torque"
"8483409030","Hydrostatic transmission with
 
-|a reduction of 20,63:1|or more, but not more than 22,68:1,
 
-|an input speed of 1800|rpm or more when loaded and of not more than 3|000|rpm when unloaded,
 
-|a continuous output torque of 142|Nm or more, but not more th"
"8483409080","Transmission gearbox, with: 
-|not more than 3|gears, 
 
-|an automatic deceleration system and 
 
-|a power reversal system, 
for use in the manufacture of goods of heading 8427"
"8483409099","Other"
"848350","Flywheels and pulleys, including pulley blocks"
"84835020","Of cast iron or cast steel"
"8483502010","For use in civil aircraft"
"8483502090","Other"
"84835080","Other"
"8483508010","For use in civil aircraft"
"8483508020","Pulley blocks of non-cast steel:
 
-made of structural carbon steel complying with standard JIS G4051,
 
-with an external diameter of 114 mm or more but not more than 118 mm,
 
-with an internal diameter of 33 mm or more but not more than 37 mm,
 
-with "
